collection_method,attractant_used,collection_location_id,uid_arbovirus_submission,nearest_street_address,city,state,county,collection_site_type,trap_set_date,trap_set_time_of_day,trap_pickup_date,trap_pickup_time_of_day,trap_set_year,trap_set_month,season,genus,species,species_binomial,females_collected,males_collected,adults_unknown_sex_collected,total_adults_collected,detected_raw,detected_normalized,missing_taxon,staff_person,notes
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-23,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-08-25,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-02,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,All Males
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-16,Afternoon,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-23,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Long Lake,,13747 Krauskopf NE,Sparta,MI,Kent,County Park,2021-06-30,Morning,2021-09-28,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Saul Lake Bog,21-081-0081,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-09,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0109,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-15,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,30,0,0,30,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0113,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,26,25,0,51,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0114,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,25,0,26,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0117,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,25,0,26,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0118,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,Coquillettidia,sp.,Coquillettidia sp.,1,25,0,26,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0150,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-22,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,5,0,9,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0156,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-23,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,22,25,0,47,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0157,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-23,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,2,25,0,27,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0158,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-23,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,2,25,0,27,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0186,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-29,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,26,17,0,43,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0187,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-29,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,17,0,18,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0189,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,8,1,0,9,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0190,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,2,1,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0191,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Culex,sp.,Culex sp.,1,1,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0222,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-05,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,6,7,0,13,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0223,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-05,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,2,7,0,9,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0226,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-06,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,2,5,0,7,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0227,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-06,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,5,0,9,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0256,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-12,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,6,0,10,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0259,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-13,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,12,10,0,22,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0260,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-13,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,10,0,11,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0261,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-13,Morning,2021,6,summer,Coquillettidia,sp.,Coquillettidia sp.,1,10,0,11,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0265,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-16,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,8,8,0,16,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0266,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-16,Morning,2021,6,summer,Coquillettidia,Perturbans,Coquillettidia Perturbans,1,8,0,9,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0279,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-17,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,5,6,0,11,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0280,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-17,Morning,2021,6,summer,Culiseta,sp.,Culiseta sp.,1,6,0,7,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0284,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-23,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,5,2,0,7,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0285,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-23,Morning,2021,6,summer,Culiseta,Melanura,Culiseta Melanura,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0298,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-25,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,4,0,5,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0307,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-08-31,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,8,13,0,21,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0320,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-02,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,3,2,0,5,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0325,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-07,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,5,15,0,20,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0341,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-16,Afternoon,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,3,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0344,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-14,Afternoon,2021,6,summer,Aedes,sp.,Aedes sp.,2,1,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0349,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-21,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,8,0,10,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0350,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-23,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,1,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,21-081-0353,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-28,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Saul Lake Bog,,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-01,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Saul Lake Bog,,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-02,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Saul Lake Bog,,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-07-08,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Saul Lake Bog,,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-09,Afternoon,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Saul Lake Bog,,10471 6 Mile Road,Rockford,MI,Kent,County Park,2021-06-30,Morning,2021-09-30,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,21-081-0184,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-29,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,8,2,0,10,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0194,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,2,0,6,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0195,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-30,Morning,2021,6,summer,Aedes,sp.,Aedes sp.,2,2,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0224,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-05,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,4,2,0,6,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0229,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-06,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,1,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0254,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-12,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0263,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-16,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0282,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-23,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0297,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-25,Morning,2021,6,summer,Culex,,Culex sp.,1,2,0,3,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0302,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-31,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,3,1,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0319,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-02,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0322,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-07,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,2,2,0,4,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0328,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-09,Afternoon,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0340,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-16,Afternoon,2021,6,summer,Culex,sp.,Culex sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,21-081-0347,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-21,Morning,2021,6,summer,Anopheles,sp.,Anopheles sp.,1,1,0,2,ND,not_detected,False,Barbara Brown,
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-01,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-02,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-08,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-09,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-15,Morning,2021,6,summer,,,,0,5,0,5,,,True,Barbara Brown,All Males
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-16,Morning,2021,6,summer,,,,0,2,0,2,,,True,Barbara Brown,All Males
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-22,Morning,2021,6,summer,,,,0,3,0,3,,,True,Barbara Brown,All Males
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-07-23,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-13,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,All Males
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-08-17,Morning,2021,6,summer,,,,0,1,0,1,,,True,Barbara Brown,All Males
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-14,Afternoon,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-23,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-28,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
EEE Resting Box,,Spencer Township,,14960 Meddler Ave NE,Gowen,MI,Kent,County Park,2021-06-30,Morning,2021-09-30,Morning,2021,6,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
BGS Trap,Lure,Blandford Nature Center,21-081-0078,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,24,0,0,24,ND,not_detected,False,Barbara Brown,
BGS Trap,Lure,KCRC South,,4949 Tim Dougherty Dr. SE,Cascade,MI,Kent,Business,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
BGS Trap,Lure,Private Home,21-081-0075,7245  Equine Lane,Caledonia,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,11,0,0,11,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0076,39 Valley Ave. NW,Grand Rapids,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,8,0,0,8,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0077,39 Valley Ave. NW,Grand Rapids,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Culex,sp.,Culex sp.,4,0,0,4,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0079,2615 Hall St. SE,Grand Rapids,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Culex,sp.,Culex sp.,17,0,0,17,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0083,4854 N. Plateau Ct. SW,Wyoming,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Culex,sp.,Culex sp.,6,0,0,6,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0084,4854 N. Plateau Ct. SW,Wyoming,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,2,0,0,2,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0085,463 N. Kippen Dr. SE,Grand Rapids,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Culex,sp.,Culex sp.,3,0,0,3,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,,2350 Blaine Ave. SE,Grand Rapids,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
Gravid Trap,Hay or Grass Infusion,Private Home,,4409 Willow Dr. NE,Grand Rapids,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
Gravid Trap,Hay or Grass Infusion,Private Home,,4270 Hunsberger Ave. NE,Grand Rapids,MI,Kent,Residential,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,,,,0,0,0,0,,,True,Barbara Brown,No Species Found
BGS Trap,Lure,Tiremaxx,21-081-0080,8035 Division Ave. S,Grand Rapids,MI,Kent,Business,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 2,21-081-0073,4101 Lake Michigan Dr. NW,Grand Rapids,MI,Kent,Business,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,36,0,0,36,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 2,21-081-0074,4101 Lake Michigan Dr. NW,Grand Rapids,MI,Kent,Business,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Culex,sp.,Culex sp.,22,0,0,22,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 3,21-081-0086,1470 3 Mile Rd. NW,Grand Rapids,MI,Kent,Business,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Culex,sp.,Culex sp.,14,0,0,14,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Walker Fire Station 3,21-081-0087,1470 3 Mile Rd. NW,Grand Rapids,MI,Kent,Business,2021-07-07,Morning,2021-07-09,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,4,0,0,4,ND,not_detected,False,Barbara Brown,
BGS Trap,Lure,Blandford Nature Center,21-081-0100,1715 Hillburn Ave. NW,Grand Rapids,MI,Kent,Nature Center,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,5,0,0,5,ND,not_detected,False,Barbara Brown,
BGS Trap,Lure,KCRC South,21-081-0091,4949 Tim Dougherty Dr. SE,Cascade,MI,Kent,Business,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0090,2615 Hall St. SE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,112,2,0,114,Positive,positive,False,Barbara Brown,WNV
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0093,4854 N. Plateau Ct. SW,Wyoming,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,132,3,0,135,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0094,463 N. Kippen Dr. SE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,119,0,0,119,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0095,2350 Blaine Ave. SE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0096-1,4409 Willow Dr. NE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,4,0,0,4,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0097,4409 Willow Dr. NE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,122,0,0,122,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0098,1638 Diamond Ct. NE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,250,0,0,250,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0099,1638 Diamond Ct. NE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,7,0,0,7,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0101,39 Valley Ave. NW,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,10,0,0,10,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0102,39 Valley Ave. NW,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,324,0,0,324,ND,not_detected,False,Barbara Brown,
BGS Trap,Lure,Private Home,21-081-0103,39 Valley Ave. NW,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0104,4270 Hunsberger Ave. NE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Culex,sp.,Culex sp.,55,0,0,55,ND,not_detected,False,Barbara Brown,
Gravid Trap,Hay or Grass Infusion,Private Home,21-081-0105,4270 Hunsberger Ave. NE,Grand Rapids,MI,Kent,Residential,2021-07-12,Morning,2021-07-14,Morning,2021,7,summer,Aedes,sp.,Aedes sp.,1,0,0,1,ND,not_detected,False,Barbara Brown,
